,titleID,title,story_author,draw_author,intro,tags,interested_user_cnt,thumbnail
176,760002,반귀,세정,세정,"평범한 하연과 기묘한 후안의 평범하지 않은 캠퍼스 라이프!
귀신이 보이진 않아도 그들의 기운을 느낄 수 있는 하연은 어느 날 귀신인지 아닌지 헷갈리는 후안을 만나게 된다.
그 이후로, 정체 모를 기괴한 존재들이 자꾸만 하연의 주변을 맴돌게 되는데...<귀각시> 세정 작가의 신작!","['#로맨스', '#오컬트', '#인외존재']",114583,https://shared-comic.pstatic.net/thumb/webtoon/760002/thumbnail/thumbnail_IMAG21_7017793712846615395.jpg
177,801038,성스러운 그대 이르시길,26,로주,"신성국의 이단심문관 '맥클라트'는 대신관의 명으로 사악한 대마녀 '비에니'를 사로잡는다. 그런데 비에니는 오히려 마녀사냥을 돕겠다며 다른 마녀들을 밀고한다. 자기 앞에선 두려움에 떨면서도, 마녀를 정화하는 데는 거리낌이 없는 비에니. 그녀를 곁에 두며 맥클라트는 자신의 감정과 신념에 점점 혼란스러움을 느끼는데...","['#로맨스', '#소설원작']",68129,https://shared-comic.pstatic.net/thumb/webtoon/801038/thumbnail/thumbnail_IMAG21_487ec2b2-9670-456f-9837-733602d048b1.jpg
178,783863,이게 아닌데,봄소희,김세이,"탑배우의 갑질로 죽음에 이른 매니저, 김로아.
""복수하고 싶어!"" 간절함 때문일까, 과거로 돌아왔다!
철저하게 복수를 해주려는데 어라... 일이 자꾸만 꼬인다?!","['#로맨스', '#레드스트링', '#연예계']",120482,https://shared-comic.pstatic.net/thumb/webtoon/783863/thumbnail/thumbnail_IMAG21_57dd91be-0a96-4371-838d-68d5097dbc3a.jpg
179,743139,한림체육관,혜성,이석재,"'세상에서 가장 강한 남자가 되고 싶다.'
그릇된 강함을 실천하던 전영하가 한림체육관에 들어와 진정한 강함을 깨닫고 무도인으로 거듭나는 학원 액션물","['#액션', '#블루스트링', '#슈퍼스트링', '#학원물', '#소년왕도물']",376792,https://shared-comic.pstatic.net/thumb/webtoon/743139/thumbnail/thumbnail_IMAG21_6012f944-ea1f-4328-ba22-bca09be494ee.jpg
180,802033,"집사, 주세요!",꾀돌이,꾀돌이,"왕따인 내가 서열1위 존잘남을 내 집사로...?!
학교에선 왕따, 집에선 재벌 아가씨인 '백마리'.
학교에선 서열 1위, 집에선 마리의 집사인 '천하다'.
천방지축 왕따 아가씨를 어떻게든 학교의 퀸으로 만들어야 한다!!
정반대인 소년소녀의 서열반전 로맨스.
<저세상 클라스!> 꾀돌이 작가의 신작","['#로맨스', '#로맨스코미디', '#4차원', '#하이틴', '#학원로맨스', '#역하렘']",53780,https://shared-comic.pstatic.net/thumb/webtoon/802033/thumbnail/thumbnail_IMAG21_ccce5530-0976-4a0d-b76c-d54c5620cdd5.jpg
181,795658,초인의 게임,Two-zero,플랜에이,"인류를 구하고 홀로 희생한 영웅, 최강의 초인 서문엽.
죽었다고 알려진 그가 17년 후의 평화로운 세상에 돌연 귀환하면서
초인들의 스포츠 <배틀필드>에는 지각변동이 일어나기 시작한다.
본격 현대 판타지 X 스포츠 X 액션!","['#판타지', '#히어로', '#헌터물', '#이능력배틀물', '#소설원작']",170557,https://shared-comic.pstatic.net/thumb/webtoon/795658/thumbnail/thumbnail_IMAG21_9771c54c-af6a-477c-9243-2b3bb784aae6.jpg
182,805323,히어로 더 맥시멈,박재이,박재이,"'난 1등이 되고 싶다.' 어느분야든 상관없이 오로지 1등이 되고 싶었던 대한민국 고딩 '한강치'
무쓸모, 무재능인 그에게 우연히 엄청난 재능이 발현 되는데... 그건 바로 '히어로'의 힘?
선과 악이 불분명한 평화의 시대, 그와 히어로들의 거침없는 악당 소탕이 시작된다!","['#액션', '#2021 지상최대공모전', '#히어로']",19220,https://shared-comic.pstatic.net/thumb/webtoon/805323/thumbnail/thumbnail_IMAG21_e6ccdaa1-14f8-4023-a864-1ef978eda629.jpg
183,774703,"아, 쫌 참으세요 영주님!",새우초밥,daybook,"작고 가난한 영지 ‘화이트’의 영주, 로즈.
영주민들과 오순도순 잘 먹고 잘살고 싶었는데, 갑자기 이종족 이주민이 늘고 자꾸 사건에 휘말린다?! 
막강 능력 영주님 ‘로즈’와 그녀를 영지에 몰래몰래 숨겨 놓고 보호하고픈 스승, ‘대마법사 이그드라실’의 유쾌 발랄 로맨스 판타지!","['#로맨스', '#소설원작']",118982,https://shared-comic.pstatic.net/thumb/webtoon/774703/thumbnail/thumbnail_IMAG21_b33df570-a89d-42c7-bcfb-6a946c4b8846.jpg
184,806449,당신이 나를 믿으신다면,김그래프,김그래프,'수민'은 우연한 기회에 사이비 종교의 신도인 '가나'의 통화를 엿듣게 된다. 길거리에서 전단지를 나눠주며 사람들을 귀찮게 하는 가나의 모습을 본 수민은 장난기가 발동해 자신이 엿들은 통화 내용으로 허풍을 떤다. 사이비 종교인에게 참교육을 했다며 기분 좋게 그 자리를 뜨는 수민. 하지만 그녀는 깨닫지 못한다. 가나에게는 그 순간이 새로운 메시아의 강림이었다는 걸.,"['#드라마', '#2021 지상최대공모전', '#사이비종교']",20346,https://shared-comic.pstatic.net/thumb/webtoon/806449/thumbnail/thumbnail_IMAG21_cda9ea7c-3734-44b0-ba3f-2428f8d82854.jpg
185,808677,최고의 뿔소라,김인정,김인정,"늘 중간은 하는 애. 열심히는 하는 애. 
결국 뭐든지 그럭저럭인 웹소설 작가 송소라. 
만인의 호감픽, 국민MC 온도혁을 만나 예상치 못한 스타덤에 오르게 되는데…!
그토록 바라던 대박인생이 시작될까?
일과 재능, 사랑에 대한 이야기.","['#로맨스', '#무해한', '#다정남', '#2030연애', '#로맨스코미디', '#현실로맨스', '#연예계']",22634,https://shared-comic.pstatic.net/thumb/webtoon/808677/thumbnail/thumbnail_IMAG21_73e14c93-e8b2-4bb7-80e9-2e0054655813.jpg
